kategoria;nazwa;cena;opis;zdjecia
Smary;Smar Cubicle FZ-Stealth;29,99 zł;;https://strefa-kostek.pl/33616-home_default/smar-cubicle-fz-stealth.jpg, https://strefa-kostek.pl/33616-thickbox_default/smar-cubicle-fz-stealth.jpg, https://strefa-kostek.pl/33617-thickbox_default/smar-cubicle-fz-stealth.jpg
Smary;MoreTry Cube Lube No.3 Slower;9,99 zł;;https://strefa-kostek.pl/34323-home_default/moretry-cube-lube-no3-slower.jpg, https://strefa-kostek.pl/34323-thickbox_default/moretry-cube-lube-no3-slower.jpg, https://strefa-kostek.pl/34324-thickbox_default/moretry-cube-lube-no3-slower.jpg
Smary;MoreTry Cube Lube No.2 Smoother;9,99 zł;;https://strefa-kostek.pl/34325-home_default/moretry-cube-lube-no2-smoother.jpg, https://strefa-kostek.pl/34325-thickbox_default/moretry-cube-lube-no2-smoother.jpg, https://strefa-kostek.pl/34326-thickbox_default/moretry-cube-lube-no2-smoother.jpg
Smary;MoreTry Cube Lube No.1 Faster;9,99 zł;;https://strefa-kostek.pl/34327-home_default/moretry-cube-lube-no1-faster.jpg, https://strefa-kostek.pl/34327-thickbox_default/moretry-cube-lube-no1-faster.jpg, https://strefa-kostek.pl/34328-thickbox_default/moretry-cube-lube-no1-faster.jpg
Smary;Smar Maru Gęsty;39,99 zł;Smar Maru znacząco zwiększa właściwości rotacyjne, przyśpiesza i powoduje mniejszy opór przy poruszaniu się układanki.    Jest bardzo gęsty a efekty jego działania są bardzo długotrwałe.  Butelka ma pojemność 10 ml.;https://strefa-kostek.pl/21932-home_default/smar-maru-gesty.jpg, https://strefa-kostek.pl/21932-thickbox_default/smar-maru-gesty.jpg, https://strefa-kostek.pl/17799-thickbox_default/smar-maru-gesty.jpg
Smary;Smar MoYu V3;4,99 zł;Smar MoYu V3 to średniej gęstości smar silikonowy mający na celu spowolnienie kostki. Przychodzi on w 5ml buteleczce z wygodnym dziubkiem do wlewania go pomiędzy elementy.;https://strefa-kostek.pl/21947-home_default/smar-moyu-v3.jpg, https://strefa-kostek.pl/21947-thickbox_default/smar-moyu-v3.jpg, https://strefa-kostek.pl/18177-thickbox_default/smar-moyu-v3.jpg
Smary;Smar Maru;13,99 zł;Tani smar starej generacji, który służył każdemu podczas początku swojej przygody ze speedcubingiem w dawnych latach.  Butelka ma pojemność 10ml.;https://strefa-kostek.pl/21943-home_default/smar-maru.jpg, https://strefa-kostek.pl/21943-thickbox_default/smar-maru.jpg, https://strefa-kostek.pl/19469-thickbox_default/smar-maru.jpg
Smary;Smar MoFangGe M-2;17,99 zł;MoFangGe M-2 to gęsty smar silikonowy, służący do spowalniania kostek.;https://strefa-kostek.pl/22718-home_default/smar-mofangge-m-2.jpg, https://strefa-kostek.pl/22718-thickbox_default/smar-mofangge-m-2.jpg, https://strefa-kostek.pl/22861-thickbox_default/smar-mofangge-m-2.jpg
Smary;Smar GAN Magic;29,99 zł;Nowy silikonowy smar, średniej gęstości od GANa.;https://strefa-kostek.pl/22716-home_default/smar-gan-magic.jpg, https://strefa-kostek.pl/22716-thickbox_default/smar-gan-magic.jpg
Smary;Smar X-lube;6,99 zł;"Smar X-lube to alternatywa dla popularnego białego smaru Maru. 
 Oparty na wodzie. Służy do przyspieszania kostek na bardzo krótki czas.";https://strefa-kostek.pl/22710-home_default/smar-x-lube.jpg, https://strefa-kostek.pl/22710-thickbox_default/smar-x-lube.jpg
Smary;Smar Cubicle Compound V;34,99 zł;;https://strefa-kostek.pl/32556-home_default/smar-cubicle-compound-v.jpg, https://strefa-kostek.pl/32556-thickbox_default/smar-cubicle-compound-v.jpg
Układanki/Kuboidy;QiYi 1x2x3;19,99 zł;"Układanka  1x2x3  to jedna z najprostrzych układanek na rynku. Poruszanie jest bardzo płynne i bezproblemowe.  W zestawie znajdziemy:  
 układankę 
 instrukcję układania";https://strefa-kostek.pl/25294-home_default/qiyi-1x2x3.jpg, https://strefa-kostek.pl/25291-thickbox_default/qiyi-1x2x3.jpg, https://strefa-kostek.pl/25290-thickbox_default/qiyi-1x2x3.jpg
Układanki/Kuboidy;QiYi 3-layer Cylinder;19,99 zł;"Kostka 3x3 w modyfikacj Barell, gdzie każda warstwa ma po jednym kolorze - nie patrząc na podstawy walca.   Poruszanie kostki jest bardzo dobre i daje najczystszą przyjemność podczas układania.  Układanka polecana kolekcjonerom oraz osobom zaczynającym swoją przygodę ze śwoiatem kostkowym.  W zestawie znajdziemy:  
 układankę 
 instrukcję układania";https://strefa-kostek.pl/24914-home_default/qiyi-3-layer-cylinder.jpg, https://strefa-kostek.pl/24914-thickbox_default/qiyi-3-layer-cylinder.jpg, https://strefa-kostek.pl/24915-thickbox_default/qiyi-3-layer-cylinder.jpg
Układanki/Kuboidy;YJ 1x3x3 Floppy V2;24,99 zł;"Jest to druga odsłona układanki 1x3x3 od firmy  YongJun.    W nazwie jest napisane tylko floppy V2, lecz tak narawdę jest to układanka typu Super Floppy. Łamigłówka jest bardzo płynna, oraz dodatkowo elementy wewnętrzne są podzielone na dwa koloory, przez co dodatkowym wyzwaniem jest ją ułożyć w 100%.  W zestawie znajdziemy:  
 układankę";https://strefa-kostek.pl/21188-home_default/yj-1x3x3-floppy-v2.jpg, https://strefa-kostek.pl/21188-thickbox_default/yj-1x3x3-floppy-v2.jpg, https://strefa-kostek.pl/18277-thickbox_default/yj-1x3x3-floppy-v2.jpg
Układanki/Kuboidy;Lanlan cylinder 3x3x2;34,99 zł;Mamy tutaj do czynienia z niczym innym jak zaokrągloną wersją kostki 3x3x2. Poruszanie jest bardzo dobre i nie sprawia problemu podczas układania. ;https://strefa-kostek.pl/21899-home_default/lanlan-cylinder-3x3x2.jpg, https://strefa-kostek.pl/21899-thickbox_default/lanlan-cylinder-3x3x2.jpg, https://strefa-kostek.pl/21898-thickbox_default/lanlan-cylinder-3x3x2.jpg
Układanki/Kuboidy;YJ 1x3x3 floppy;24,99 zł;"Mamy do czynienia z pierwszą układanką 1x3x3 od firmy  YongJun .  Poruszanie kostki jest bardzo dobre. Budowa jest dosyć zaawansowana i pozwala ona na ruchy znane z kostek Super Floppy.  W zestawie znajdziemy:  
 układankę";https://strefa-kostek.pl/21720-home_default/yj-1x3x3-floppy.jpg, https://strefa-kostek.pl/21720-thickbox_default/yj-1x3x3-floppy.jpg, https://strefa-kostek.pl/14981-thickbox_default/yj-1x3x3-floppy.jpg
Układanki/Kuboidy;QiYi 1x3x3;11,99 zł;"QiYi 1x3x3  to pierwszy floppy cube tego znanego producenta. 
 Wyróżnia się on zastosowaniem barwionych nakładek zamiast naklejek, lub w pełni kolorowych ścian jak w przypadku nowej wersji tej kostki od  YJ . 
 Poruszanie jest bardzo dobre, wraz z przyzwoitym ścinaniem zakrętów jak na floppy. 
 W zestawie znajdziemy: 
 
 układankę 
 instrukcję układania";https://strefa-kostek.pl/22097-home_default/qiyi-1x3x3.jpg, https://strefa-kostek.pl/22136-thickbox_default/qiyi-1x3x3.jpg, https://strefa-kostek.pl/22140-thickbox_default/qiyi-1x3x3.jpg
Układanki/Kuboidy;QiYi 2x3x3 Cube;17,99 zł;"Układanka 2x3x3 od  QiYi  jest bardzo ciekawą propozycją dla kolekcjonerów.   Poruszanie stoi na najwyższym poziomie, jeżeli chodzi o układanki cuboid.  W zestawie znajdziemy:  
 układankę 
 instrukcję układania";https://strefa-kostek.pl/31219-home_default/qiyi-2x3x3-cube.jpg, https://strefa-kostek.pl/31220-thickbox_default/qiyi-2x3x3-cube.jpg, https://strefa-kostek.pl/31219-thickbox_default/qiyi-2x3x3-cube.jpg
Układanki/Kuboidy;QiYi 2x2x3 Cube;17,99 zł;"Układanka  2x3x3  jest jedn z cuboidów, czyli układanek sześciościennych, które mogą mieć różną ilość elementów w każdej osi. Tutaj mamy układankę 2x3x3.  Poruszanie jest bardzo dobre i nie występują tutaj zacięcia.  W zestawie znajdziemy:  
 układankę 
 instrukcję układania";https://strefa-kostek.pl/24918-home_default/qiyi-2x2x3-cube.jpg, https://strefa-kostek.pl/24918-thickbox_default/qiyi-2x2x3-cube.jpg, https://strefa-kostek.pl/24919-thickbox_default/qiyi-2x2x3-cube.jpg
Układanki/Kuboidy;QiYi 1x3x3 Fidget Cube;19,99 zł;"Połączenie dwóch trendów -speedcubing i fidget spinner-ów.   Układanka jest połączeniem kostki 3xx1 super floppy, oraz znanej zabawki fidget, jaką jest fidget spinner. Zamiast naklejek zostały zastosowane tutaj matowe, plastikowe płytki. Dodatkowo mamy tutaj budowę wklęsłą na dłuższych bokach układanki.  Poruszanie nie sprawia tej układance jakiegokolwiek problemu. Wszystkie ruchy są gładkie i bez zacięć. Jeżeli chodzi o możliwośći spinnerowe kostki, też możemy mówić o dobrym pozimie.  W zestawie znajdziemy:  
 układankę 
 instrukcję układania";https://strefa-kostek.pl/25622-home_default/qiyi-1x3x3-fidget-cube.jpg, https://strefa-kostek.pl/25712-thickbox_default/qiyi-1x3x3-fidget-cube.jpg, https://strefa-kostek.pl/25622-thickbox_default/qiyi-1x3x3-fidget-cube.jpg
Układanki/Kuboidy;WitEden 3x3x10 I;179,99 zł;"WitEden 3x3x10 jest jedną z najciekawszych układanek dostępnych na rynku.   Jest to kostka nie wymierna, przez co bardzo łatwo jest w stanie zmienic krztałt. Niestety przez bardzo komplikowaną budowę układanka nie porusza się najlepej.  Kostka jest produktem czysto kolekcjonerskim.  W zestawie znajdziemy:  
 układankę";https://strefa-kostek.pl/25941-home_default/witeden-3x3x10-i.jpg, https://strefa-kostek.pl/25941-thickbox_default/witeden-3x3x10-i.jpg, https://strefa-kostek.pl/26058-thickbox_default/witeden-3x3x10-i.jpg
Układanki/Kuboidy;WitEden 3x3x11 I;189,99 zł;"WitEden 3x3x11 jest jedną z najciekawszych układanek dostępnych na rynku.   Jest to kostka nie wymierna, przez co bardzo łatwo jest w stanie zmienic krztałt. Niestety przez bardzo komplikowaną budowę układanka nie porusza się najlepej.  Kostka jest produktem czysto kolekcjonerskim.  W zestawie znajdziemy:  
 układankę";https://strefa-kostek.pl/25942-home_default/witeden-3x3x11-i.jpg, https://strefa-kostek.pl/25942-thickbox_default/witeden-3x3x11-i.jpg, https://strefa-kostek.pl/26062-thickbox_default/witeden-3x3x11-i.jpg
Układanki/Kuboidy;WitEden 3x3x15 I;129,99 zł;"WitEden 3x3x15 jest jedną z najciekawszych układanek dostępnych na rynku.   Jest to kostka nie wymierna, przez co bardzo łatwo jest w stanie zmienic krztałt. Niestety przez bardzo komplikowaną budowę układanka nie porusza się najlepej.  Kostka jest produktem czysto kolekcjonerskim.  W zestawie znajdziemy:  
 układankę";https://strefa-kostek.pl/26209-home_default/witeden-3x3x15-i.jpg, https://strefa-kostek.pl/26939-thickbox_default/witeden-3x3x15-i.jpg, https://strefa-kostek.pl/26209-thickbox_default/witeden-3x3x15-i.jpg
Układanki/Kuboidy;WitEden 3x3x13 II;124,99 zł;"WitEden 3x3x13 II  jest jedną z najciekawszych układanek dostępnych na rynku.   Jest to kostka nie wymierna, przez co bardzo łatwo jest w stanie zmienic krztałt. Niestety przez bardzo komplikowaną budowę układanka nie porusza się najlepej. Ciekawym dodatkiem jest to, że środkowa warstwa jest podzielona, ale w sposób prostopadły do reszty.  Kostka jest produktem czysto kolekcjonerskim.  W zestawie znajdziemy:  
 układankę";https://strefa-kostek.pl/26210-home_default/witeden-3x3x13-ii.jpg, https://strefa-kostek.pl/26941-thickbox_default/witeden-3x3x13-ii.jpg, https://strefa-kostek.pl/26210-thickbox_default/witeden-3x3x13-ii.jpg
Układanki/Kuboidy;WitEden 3x3x15 II;129,99 zł;"WitEden  3x3x15   II  jest jedną z najciekawszych układanek dostępnych na rynku.    Jest to kostka nie wymierna, przez co bardzo łatwo jest w stanie zmienic krztałt. Niestety przez bardzo komplikowaną budowę układanka nie porusza się najlepej. Ciekawym dodatkiem jest to, że środkowa warstwa jest podzielona, ale w sposób prostopadły do reszty.    Kostka jest produktem czysto kolekcjonerskim.    W zestawie znajdziemy:   
 układankę";https://strefa-kostek.pl/26243-home_default/witeden-3x3x15-ii.jpg, https://strefa-kostek.pl/26243-thickbox_default/witeden-3x3x15-ii.jpg, https://strefa-kostek.pl/30977-thickbox_default/witeden-3x3x15-ii.jpg
Układanki/Kuboidy;WitEden 3x3x13 I;124,99 zł;"WitEden 3x3x13 I  jest jedną z najciekawszych układanek dostępnych na rynku.    Jest to kostka nie wymierna, przez co bardzo łatwo jest w stanie zmienic krztałt. Niestety przez bardzo komplikowaną budowę układanka nie porusza się najlepej.     Kostka jest produktem czysto kolekcjonerskim.    W zestawie znajdziemy:   
 układankę";https://strefa-kostek.pl/26242-home_default/witeden-3x3x13-i.jpg, https://strefa-kostek.pl/26507-thickbox_default/witeden-3x3x13-i.jpg, https://strefa-kostek.pl/26242-thickbox_default/witeden-3x3x13-i.jpg
Układanki/Kuboidy;Z-Cube Christmas Tree Cube;19,99 zł;"Kostka 1x2x3 w formie choinki.  Poruszanie się układanki stoi na bardzo wysokim poziomie. Zacięcia nie występują, a każdy element jest wykonany z najwyższą dokładnością. Dodatkową ciekawostką są naklejki, które są materiałowe.  W zestawie znajdziemy:  
 układankę 
 pasek ozdobny";https://strefa-kostek.pl/32247-home_default/z-cube-christmas-tree-cube.jpg, https://strefa-kostek.pl/32247-thickbox_default/z-cube-christmas-tree-cube.jpg, https://strefa-kostek.pl/32249-thickbox_default/z-cube-christmas-tree-cube.jpg
Układanki/Kuboidy;FanXin 1x3x3 Spinner (small);14,99 zł;;https://strefa-kostek.pl/26249-home_default/fanxin-1x3x3-spinner-small.jpg, https://strefa-kostek.pl/26594-thickbox_default/fanxin-1x3x3-spinner-small.jpg, https://strefa-kostek.pl/26249-thickbox_default/fanxin-1x3x3-spinner-small.jpg
Układanki/Kuboidy;Z-Cube 1x2x2 Cube;19,99 zł;;https://strefa-kostek.pl/29749-home_default/z-cube-1x2x2-cube.jpg, https://strefa-kostek.pl/29782-thickbox_default/z-cube-1x2x2-cube.jpg, https://strefa-kostek.pl/29749-thickbox_default/z-cube-1x2x2-cube.jpg
Układanki/Kuboidy;FanXin Puzzle 3x3x4 Cube;29,99 zł;;https://strefa-kostek.pl/29980-home_default/fanxin-puzzle-3x3x4-cube.jpg, https://strefa-kostek.pl/29980-thickbox_default/fanxin-puzzle-3x3x4-cube.jpg
Układanki/Kuboidy;QiYi Fidget Cube;24,99 zł;;https://strefa-kostek.pl/30117-home_default/qiyi-fidget-cube.jpg, https://strefa-kostek.pl/30171-thickbox_default/qiyi-fidget-cube.jpg, https://strefa-kostek.pl/30119-thickbox_default/qiyi-fidget-cube.jpg
Układanki/Kuboidy;Z-Cube 3x3x3 Bandaged A;24,99 zł;;https://strefa-kostek.pl/30862-home_default/z-cube-3x3x3-bandaged-a.jpg, https://strefa-kostek.pl/30863-thickbox_default/z-cube-3x3x3-bandaged-a.jpg, https://strefa-kostek.pl/30862-thickbox_default/z-cube-3x3x3-bandaged-a.jpg
Układanki/Kuboidy;WitEden 3x3x10 II;179,99 zł;;https://strefa-kostek.pl/30926-home_default/witeden-3x3x10-ii.jpg, https://strefa-kostek.pl/30952-thickbox_default/witeden-3x3x10-ii.jpg, https://strefa-kostek.pl/30926-thickbox_default/witeden-3x3x10-ii.jpg
Układanki/Kuboidy;WitEden 3x3x11 II;189,99 zł;;https://strefa-kostek.pl/30935-home_default/witeden-3x3x11-ii.jpg, https://strefa-kostek.pl/30987-thickbox_default/witeden-3x3x11-ii.jpg, https://strefa-kostek.pl/30935-thickbox_default/witeden-3x3x11-ii.jpg
Układanki/Kuboidy;WitEden 2x2x4;99,99 zł;;https://strefa-kostek.pl/30933-home_default/witeden-2x2x4.jpg, https://strefa-kostek.pl/30980-thickbox_default/witeden-2x2x4.jpg, https://strefa-kostek.pl/30933-thickbox_default/witeden-2x2x4.jpg
Układanki/Kuboidy;WitEden 2x2x5;129,99 zł;;https://strefa-kostek.pl/30936-home_default/witeden-2x2x5.jpg, https://strefa-kostek.pl/30942-thickbox_default/witeden-2x2x5.jpg, https://strefa-kostek.pl/30936-thickbox_default/witeden-2x2x5.jpg
Układanki/Kuboidy;WitEden 2x2x6;149,99 zł;;https://strefa-kostek.pl/30937-home_default/witeden-2x2x6.jpg, https://strefa-kostek.pl/30938-thickbox_default/witeden-2x2x6.jpg, https://strefa-kostek.pl/30937-thickbox_default/witeden-2x2x6.jpg
Układanki/Kuboidy;WitEden 2x2x4 Crazy;129,99 zł;;https://strefa-kostek.pl/31249-home_default/witeden-2x2x4-crazy.jpg, https://strefa-kostek.pl/31345-thickbox_default/witeden-2x2x4-crazy.jpg, https://strefa-kostek.pl/31249-thickbox_default/witeden-2x2x4-crazy.jpg
Układanki/Kuboidy;WitEden 2x2x6 II Cuboid Cube (center-shifted);159,99 zł;;https://strefa-kostek.pl/31685-home_default/witeden-2x2x6-ii-cuboid-cube-center-shifted.jpg, https://strefa-kostek.pl/31686-thickbox_default/witeden-2x2x6-ii-cuboid-cube-center-shifted.jpg, https://strefa-kostek.pl/31685-thickbox_default/witeden-2x2x6-ii-cuboid-cube-center-shifted.jpg
Układanki/Kuboidy;WitEden 3x3x6 II Cuboid Cube;129,99 zł;;https://strefa-kostek.pl/31690-home_default/witeden-3x3x6-ii-cuboid-cube.jpg, https://strefa-kostek.pl/31691-thickbox_default/witeden-3x3x6-ii-cuboid-cube.jpg, https://strefa-kostek.pl/31690-thickbox_default/witeden-3x3x6-ii-cuboid-cube.jpg
Układanki/Kuboidy;WitEden 3x3x5;99,99 zł;;https://strefa-kostek.pl/31694-home_default/witeden-3x3x5.jpg, https://strefa-kostek.pl/31695-thickbox_default/witeden-3x3x5.jpg, https://strefa-kostek.pl/31694-thickbox_default/witeden-3x3x5.jpg
Układanki/Kuboidy;Zcube DinoSaur 2x2x3 Cube;29,99 zł;;https://strefa-kostek.pl/32007-home_default/zcube-dinosaur-2x2x3-cube.jpg, https://strefa-kostek.pl/32008-thickbox_default/zcube-dinosaur-2x2x3-cube.jpg, https://strefa-kostek.pl/32007-thickbox_default/zcube-dinosaur-2x2x3-cube.jpg
Układanki/Kuboidy;WitEden 2x2x3 I Camouflage Cube;99,99 zł;;https://strefa-kostek.pl/31726-home_default/witeden-2x2x3-i-camouflage-cube.jpg, https://strefa-kostek.pl/31819-thickbox_default/witeden-2x2x3-i-camouflage-cube.jpg, https://strefa-kostek.pl/31726-thickbox_default/witeden-2x2x3-i-camouflage-cube.jpg
Układanki/Kuboidy;WitEden Camouflage 4x4x3;129,99 zł;;https://strefa-kostek.pl/31729-home_default/witeden-camouflage-4x4x3.jpg, https://strefa-kostek.pl/31823-thickbox_default/witeden-camouflage-4x4x3.jpg, https://strefa-kostek.pl/31729-thickbox_default/witeden-camouflage-4x4x3.jpg
